
xml_document_id,ein,orgname,orgnamecrp,ultorg,document_link,dba,subsection_code,period_begin,period_end,change_addr_cbx,change_name_cbx,init_ret_cbx,final_ret_cbx,app_pend_cbx,tot_volunteers,all_year_employees,tot_rev_current,grants_orgs_us,expenses_total,phone,street,suite,city,state,country,zip,principal_name,firstname,middlename,lastname,suffix,web,org_type_corporation_cbx,org_type_trust_cbx,org_type_other_cbx,org_type_association_cbx,formation_year,legal_dom,efile,firm_name,firm_street,firm_city,firm_state,firm_phone,engaged_in_political_act_cbx,officer_loan_outstanding_cbx,officer_loan_provided_cbx,officer_business_rel_cbx,family_business_rel_cbx,officer_in_2orgs_cbx,related_org_cbx,own_controlled_entity_cbx,transfers_related_org_cbx,membership_dues,fundraising,related_orgs,gov_grants,contrib_other,contrib_noncash,contrib_all,service_revenue,total_comp_org,total_comp_related_org,total_comp_other,total_persons_100000,former_1a_cbx,anybody_150000_cbx,anybody_comp_unrelated_cbx,total_contractors,CASH_BOY,CASH_EOY,SAVINGS_BOY,SAVINGS_EOY,PLEDGES_GRANTS_BOY,PLEDGES_GRANTS_EOY,ACCOUNTS_RECEIVABLE_BOY,ACCOUNTS_RECEIVABLE_EOY,QUALIFIED_RECEIVABLE_BOY,QUALIFIED_RECEIVABLE_EOY,DISQUALIFIED_RECEIVABLE_BOY,DISQUALIFIED_RECEIVABLE_EOY,LOANS_RECEIVABLE_BOY,LOANS_RECEIVABLE_EOY,INVEST_PROGRAMS_BOY,INVEST_PROGRAMS_EOY,INTANG_ASSETS_BOY,INTANG_ASSETS_EOY,OTHER_ASSETS_BOY,OTHER_ASSETS_EOY,ASSETS_TOTAL_BOY,ASSETS_TOTAL_EOY,NET_ASSET_CHANGE,FUNDRAISING_MAIL_CBX,FUNDRAISING_EMAIL_CBX,FUNDRAISING_PHONE_CBX,FUNDRAISING_PERSON_CBX,FUNDRAISING_NON_GOV_GRANTS_CBX,FUNDRAISING_GOV_GRANTS_CBX,FUNDRAISING_SPECIAL_EVENTS_CBX,FUNDRAISING_PROF_CBX,FUNDRAISING_TOTAL_GROSS_RECEIPTS,TOTAL_PAID_TO_FUNDRAISER,FUNDRAISING_TOTAL_PAID_ORG,source,mark,orgid,cmteid,filingid,realcode,codesource,displayyear,expoutcands,recipfectot,recipfecattrib,schc,schCtot,dupe
9999920,272285014,AMERICANS ELECT,Americans Elect,,http://990s.foundationcenter.org/990_pdf_archive/272/272285014/272285014_201112_990O.pdf?_ga=1.56153768.2093036525.1476740035,,04,2011-01-01 00:00:00,2011-12-31 00:00:00,x,x,,,,0,22,251249,20000,30668072,202-416-4731,PO Box 27875,,Washington,DC,USA,20038,Kahlil L Byrd,Kahlil,L,Byrd,,americanselect.org,y,,,,2010,DC,,Deloitte Tax LLP,1750 Tysons Blvd,McLean,VA,,n,,,,,,,,,,,,,248480,,248480,,86000,0,0,,,y,,5,444311,844340,,,,,,,,,,,,,,,,,,,2061947,2328301,,,,,,,,,,,,,OS,a,,,10715,,,2011,0,0,0,n,,
9999919,272285014,AMERICANS ELECT,Americans Elect,,https://www.documentcloud.org/documents/838816-americans-elect-2012.html,,04,2012-01-01 00:00:00,2012-12-31 00:00:00,,,,x,,0,21,2665003,0,11487215,202-416-4731,PO Box 27875,,Washington,DC,USA,20038,Kahlil L Byrd,Kahlil,L,Byrd,,americanselect.org,y,,,,2010,DC,,Deloitte Tax LLP,1750 Tysons Blvd,McLean,VA,,y,,,,,,,,,,,,,2664533,,2664533,,411050,0,0,,,y,y,9,844340,74471,,,,,,,,,,,,,,,,,,,2328301,276947,,,x,x,x,,,,,110225,120000,9775,OS,a,,,11243,,,2012,1349282,0,0,y,1500000,
9999918,455011739,Grow Our Western Economy,Grow Our Western Economy,,http://990s.foundationcenter.org/990_pdf_archive/455/455011739/455011739_201212_990EO.pdf?_ga=1.98695837.2093036525.1476740035,,04,2012-01-01 00:00:00,2012-12-31 00:00:00,,,x,,,0,0,40000,11500,37043,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11726,,,2012,0,0,0,n,,
9999917,133901997,COMMUNITY VOICES HEARD INC,Community Voices Heard,,,,,2011-01-01 00:00:00,2011-12-31 00:00:00,,,,,,15,18,1509995,0,1420607,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11028,,,2011,0,0,0,n,,
9999916,133901997,COMMUNITY VOICES HEARD INC,Community Voices Heard,,,,,2010-01-01 00:00:00,2010-12-31 00:00:00,,,,,,15,49,1418026,0,1409393,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11029,,,2010,0,0,0,n,,
9999915,133901997,COMMUNITY VOICES HEARD,Community Voices Heard,,,,,2009-01-01 00:00:00,2009-12-31 00:00:00,,,,,,15,27,1033078,0,998277,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11030,,,2009,0,0,0,n,,
9999914,133901997,COMMUNITY VOICES HEARD INC,Community Voices Heard,,,,,2008-01-01 00:00:00,2008-12-31 00:00:00,,,,,,0,0,879825,0,831357,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11031,,,2008,0,0,0,n,,
9999913,133901997,COMMUNITY VOICES HEARD INC,Community Voices Heard,,,,,2012-01-01 00:00:00,2012-12-31 00:00:00,,,,,,15,19,1289636,0,1280918,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,n,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11448,,,2012,0,0,0,n,,
9999912,133901997,COMMUNITY VOICES HEARD INC,Community Voices Heard,,,,,2013-01-01 00:00:00,2013-12-31 00:00:00,,,,,,15,52,1344389,0,1290438,,,,,,USA,,,,,,,,,,,,,,,,,,,,y,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11576,,,2013,0,0,0,y,30925,
9999911,205392556,NEW ERA COLORADO,New Era Colorado,,http://pdfs.citizenaudit.org/2011_10_EO/20-5392556_990O_201012.pdf,,,2010-01-01 00:00:00,2010-12-31 00:00:00,,,,,,0,0,70791,0,17498,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10601,,,2010,0,0,0,n,,
9999910,205392556,NEW ERA COLORADO,New Era Colorado,,http://pdfs.citizenaudit.org/2010_04_EO/20-5392556_990O_200908.pdf,,,2008-09-01 00:00:00,2009-08-31 00:00:00,,,,,,0,17,214637,0,210916,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10602,,,2009,0,0,0,n,,
9999909,205392556,NEW ERA COLORADO,New Era Colorado,,http://pdfs.citizenaudit.org/2010_06_EO/20-5392556_990O_200912.pdf,,,2009-09-01 00:00:00,2009-12-31 00:00:00,,,,,,0,3,37443,0,48636,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10603,,,2009,0,0,0,n,,
9999908,205392556,NEW ERA COLORADO,New Era Colorado,,http://pdfs.citizenaudit.org/2009_02_EO/20-5392556_990O_200808.pdf,,,2007-09-01 00:00:00,2008-08-31 00:00:00,x,x,,,,0,0,93368,0,99741,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10604,,,2008,0,0,0,n,,
9999907,205392556,NEW ERA COLORADO,New Era Colorado,,http://pdfs.citizenaudit.org/2008_02_EO/20-5392556_990O_200708.pdf,,,2006-09-01 00:00:00,2007-08-31 00:00:00,,,x,,,0,0,121705,0,100203,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10605,,,2007,0,0,0,n,,
9999906,205392556,NEW ERA COLORADO,New Era Colorado,,http://990s.foundationcenter.org/990_pdf_archive/205/205392556/205392556_201212_990O.pdf?_ga=1.131185932.2093036525.1476740035,,04,2012-01-01 00:00:00,2012-12-31 00:00:00,x,,,,,100,0,81985,0,30684,720-565-9317,PO Box 4274,,Boulder,CO,USA,80306,Lisa Kaufmann,Lisa,,Kaufmann,,,y,,,,2006,CO,,Rita Kay Gillbert PC,7114 W Jefferson Ave,Lakewood,CO,,y,,,,,,,n,,,,,,81985,,81985,,,,,,,,,0,28619,81195,,,,,,,,,,,,,,,,,,,28619,81195,,,,,,,,,,,,,OS,a,,,11413,,,2012,789,0,0,y,2790,
9999905,205392556,NEW ERA COLORADO,New Era Colorado,,http://990s.foundationcenter.org/990_pdf_archive/205/205392556/205392556_201312_990O.pdf?_ga=1.131185932.2093036525.1476740035,,04,2013-01-01 00:00:00,2013-12-31 00:00:00,,,,,,100,0,50452,0,120287,720-565-9317,PO Box 4274,,Boulder,CO,USA,80306,Lisa Kaufmann,Lisa,,Kaufmann,,,y,,,,2006,CO,,Rita Kay Gillbert PC,7114 W Jefferson Ave,Lakewood,CO,,n,,,,,,,n,,,,,,50452,,50452,,,,,,,,,,81195,11360,,,,,,,,,,,,,,,,,,,81195,11360,,,,,,,,,,,,,OS,a,,,11618,,,2013,0,0,0,n,,
9999904,262118541,WINNING MESSAGE ACTION FUND INC,Winning Message Action Fund,,http://pdfs.citizenaudit.org/2011_07_EO/26-2118541_990EO_201006.pdf,,04,2009-07-01 00:00:00,2010-06-30 00:00:00,,,,,,0,0,0,0,11339,212-343-2031,470 Park Ave South,7th Floor,New York,NY,USA,10016,,,,,,n/a,y,n,n,n,2008,NY,,,,,,,n,n,n,n,n,n,n,n,n,0,0,0,0,0,0,0,,0,0,0,0,n,n,n,0,183095,177006,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183095,177006,0,,,,,,,,,,,,OS,y,,,10667,,,2009,0,0,0,n,,
9999903,262118541,WINNING MESSAGE ACTION FUND INC,Winning Message Action Fund,,http://pdfs.citizenaudit.org/2012_06_EO/26-2118541_990EO_201106.pdf,,04,2010-07-01 00:00:00,2011-06-30 00:00:00,,,,,,0,0,0,0,5238,212-343-2031,470 Park Ave South,7th Floor,New York,NY,USA,10016,Andrew Stern,Andrew,,Stern,,n/a,y,n,n,n,2008,NY,,Loeb & Troper LLP,655 3rd Ave 12th Fl,New York,NY,914-428-7733,n,n,n,n,n,n,n,n,n,0,0,0,0,0,0,0,,0,0,0,0,n,n,n,0,177006,172519,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177006,172519,0,,,,,,,,,,,,OS,y,,,10668,,,2010,0,0,0,n,,
9999902,262118541,WINNING MESSAGE ACTION FUND INC,Winning Message Action Fund,,http://pdfs.citizenaudit.org/2010_07_EO/26-2118541_990O_200906.pdf,,04,2008-07-01 00:00:00,2009-06-30 00:00:00,,,,,,0,0,559989,500,425438,212-343-2031,470 Park Ave South,7th Floor,New York,NY,USA,10016,Kelli Conlin,Kelli,,Conlin,,n/a,y,n,n,n,2008,NY,,Eisman, Zucker et al,120 Bloomingdale Road Suite 402,White Plains,NY,914-428-7733,n,n,n,n,n,n,n,n,n,0,0,0,0,558789,0,558789,,0,0,0,0,n,n,n,0,48294,183095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48294,183095,0,,,,,,,,,,,,OS,y,,,10669,,,2008,214928,0,0,n,,
9999901,262118541,WINNING MESSAGE ACTION FUND INC,Winning Message Action Fund,,http://pdfs.citizenaudit.org/2009_04_EO/26-2118541_990O_200806.pdf,,04,2007-07-01 00:00:00,2008-06-30 00:00:00,,,x,,,0,0,48475,0,181,212-343-2031,470 Park Ave South,7th Floor,New York,NY,USA,10016,Kelli Conlin,Kelli,,Conlin,,n/a,y,n,n,n,2008,NY,,Eisman, Zucker et al,120 Bloomingdale Road Suite 402,White Plains,NY,914-428-7733,n,n,n,n,n,n,n,n,n,0,0,0,0,0,0,105050,,0,0,0,0,n,n,n,0,0,48294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48294,0,,,,,,,,,,,,OS,y,,,10670,,,2007,0,0,0,n,,
9999900,262118541,WINNING MESSAGE ACTION FUND INC,Winning Message Action Fund,,https://www.documentcloud.org/documents/802785-winning-message-action-fund-inc.html,,04,2011-07-01 00:00:00,2012-06-30 00:00:00,,,,,,0,0,0,0,2545,212-343-2031,470 Park Ave South,7th Floor,New York,NY,USA,10016,Andrew Stern,Andrew,,Stern,,n/a,y,n,n,n,2008,NY,,Loeb & Troper LLP,655 3rd Ave 12th Fl,New York,NY,212-867-4000,n,n,n,n,n,n,n,n,n,0,0,0,0,0,0,0,,0,0,0,0,n,n,n,0,172519,11474,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156500,172519,167974,0,,,,,,,,,,,,OS,y,,,11187,,,2011,0,0,0,n,,
9999899,274315602,Colorado Citizens for Fair Respresentation,Colorado Citizens for Fair Respresentation,,,,,2011-01-01 00:00:00,2011-12-31 00:00:00,,,x,,,1,0,153500,0,149032,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11725,,,2011,0,0,0,n,,
9999898,452305224,Priorities USA,Priorities USA,Priorities USA/Priorities USA Action,http://990s.foundationcenter.org/990_pdf_archive/452/452305224/452305224_201212_990O.pdf?_ga=1.228720277.807447703.1476885391,,04,2012-01-01 00:00:00,2012-12-31 00:00:00,,,,,,0,10,8390187,4955000,8675033,,1718 M St NW,,Washington,DC,USA,20036,Sean Sweeney,Sean,,Sweeney,,www.prioritiesusa.org,y,n,n,n,2011,DC,,,,,,,n,n,n,n,n,n,n,n,n,0,0,0,0,8390188,0,8390188,,253199,0,5517,0,n,n,n,7,1078814,797923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086723,801877,0,,,,,,,,,216498,,,OS,y,,,11241,,,2012,0,17759874,2991190,n,,
9999897,452305224,Priorities USA,Priorities USA,Priorities USA/Priorities USA Action,https://s3.amazonaws.com/s3.documentcloud.org/documents/549780/priorities-usa-2011.pdf,,04,2011-04-27 00:00:00,2011-12-31 00:00:00,x,,x,,,0,9,2266866,75000,1180144,202-728-7780,1718 M St NW,,Washington,DC,USA,20036,Sean Sweeney,Sean,,Sweeney,,www.prioritiesusa.org,y,n,n,n,2011,DC,,,,,,,n,n,n,n,n,n,n,n,n,0,0,0,0,2266869,0,2266869,,180360,0,2331,0,n,n,n,2,0,1078814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086723,0,,,,y,,,,,,,,OS,y,,,11809,,,2011,0,0,0,n,,
9999896,452990881,Colorado PRFRS,Colorado PRFRS,,http://990s.foundationcenter.org/990_pdf_archive/452/452990881/452990881_201412_990O.pdf?_ga=1.27507519.2093036525.1476740035,,04,2011-01-01 00:00:00,2011-12-31 00:00:00,,,x,,,0,0,120000,0,47792,720-663-0863,PO Box 36104,,Denver,CO,USA,80236,Cameron Lynch,Cameron,,Lynch,,,y,,,,2011,CO,,Dalby Wenland & Co,PO Box 430,Grand Junction,CO,,n,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,a,,,11718,,,2011,0,0,0,n,,
9999895,452990881,Colorado PRFRS,Colorado PRFRS,,http://990s.foundationcenter.org/990_pdf_archive/452/452990881/452990881_201212_990EO.pdf?_ga=1.27507519.2093036525.1476740035,,04,2012-01-01 00:00:00,2012-12-31 00:00:00,,,,,,0,0,79753,0,139709,720-663-0863,PO Box 36104,,Denver,CO,USA,80236,Cameron Lynch,Cameron,,Lynch,,,y,,,,2011,CO,,Dalby Wenland & Co,PO Box 430,Grand Junction,CO,,n,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,a,,,11719,,,2012,0,0,0,n,,
9999894,452990881,Colorado PRFRS,Colorado PRFRS,,http://990s.foundationcenter.org/990_pdf_archive/452/452990881/452990881_201312_990O.pdf?_ga=1.27507519.2093036525.1476740035,,04,2013-01-01 00:00:00,2013-12-31 00:00:00,,,,,,0,0,214141,0,138680,720-663-0863,PO Box 36104,,Denver,CO,USA,80236,Cameron Lynch,Cameron,,Lynch,,,y,,,,2011,CO,,Dalby Wenland & Co,PO Box 430,Grand Junction,CO,,n,,,,,,,y,,,,,,214141,,214141,,94405,,,,,,,,12252,87713,,,,,,,,,,,,,,,,,,,12252,87713,,,,,,,,,,,,,OS,a,,,11720,,,2013,0,0,0,n,,
9999893,550588662,WEST VIRGINIANS FOR LIFE INC,West Virginians for Life,,http://pdfs.citizenaudit.org/2012_12_EO/55-0588662_990EO_201112.pdf,,04,2011-01-01 00:00:00,2011-12-31 00:00:00,,,,,,0,0,178219,0,183416,304-594-9845,25 Canyon Road,,Morgantown,WV,USA,26508,Wanda Franz,Wanda,,Franz,,www.wvforlife.org,y,n,n,n,1974,WV,,Parks, Foster & Morris,1517 Mary Lou Retton Dr,Fairmont,WV,26554,n,n,n,n,n,n,n,n,n,0,0,0,224,177953,0,178219,,0,0,0,0,n,n,n,0,52359,47822,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52987,48511,0,,,,,,,,,,,,OS,y,,,10916,,,2011,0,0,0,n,,
9999892,550588662,WEST VIRGINIANS FOR LIFE INC,West Virginians for Life,,http://pdfs.citizenaudit.org/2011_12_EO/55-0588662_990O_201012.pdf,,04,2010-01-01 00:00:00,2010-12-31 00:00:00,,,,,,20,4,290679,7944,266683,304-594-9845,25 Canyon Road,,Morgantown,WV,USA,26508,Wanda Franz,Wanda,,Franz,,www.wvforlife.org,y,n,n,n,1974,WV,,Parks, Foster & Morris,1517 Mary Lou Retton Dr,Fairmont,WV,26554,n,n,n,n,n,n,n,n,n,0,0,0,0,235538,0,235538,,0,0,0,0,n,n,n,0,65106,52359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65908,52987,0,,,,,,,,,,,,OS,y,,,10917,,,2010,9758,0,0,n,,
9999891,550588662,WEST VIRGINIANS FOR LIFE INC,West Virginians for Life,,http://pdfs.citizenaudit.org/2010_03_EO/55-0588662_990O_200812.pdf,,04,2008-01-01 00:00:00,2008-12-31 00:00:00,,,,,,20,7,309538,6151,322223,304-594-9845,25 Canyon Road,,Morgantown,WV,USA,26508,Mary Anne Buchanan,Mary Anne,,Buchanan,,www.wvforlife.org,y,n,n,n,1974,WV,,Parks, Foster & Morris,1517 Mary Lou Retton Dr,Fairmont,WV,26554,y,n,n,n,n,n,n,n,n,0,0,0,0,301950,0,301950,,0,0,0,0,n,n,n,0,54091,46918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56274,48876,0,,,,,,,,,,,,OS,y,,,10918,,,2008,0,0,0,y,24445,
9999890,550588662,WEST VIRGINIANS FOR LIFE INC,West Virginians for Life,,http://pdfs.citizenaudit.org/2010_12_EO/55-0588662_990O_200912.pdf,,04,2009-01-01 00:00:00,2009-12-31 00:00:00,,,,,,20,4,226499,4057,239123,304-594-9845,25 Canyon Road,,Morgantown,WV,USA,26508,Mary Anne Buchanan,Mary Anne,,Buchanan,,www.wvforlife.org,y,n,n,n,1974,WV,,Parks, Foster & Morris,1517 Mary Lou Retton Dr,Fairmont,WV,26554,n,n,n,n,n,n,n,n,n,0,0,0,0,224845,0,224845,,25261,0,0,0,n,n,n,0,46918,65106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48876,65908,0,,,y,,,,,,,21512,15726,OS,y,,,10919,,,2009,0,0,0,n,,
9999889,201489361,PLANNED PARENTHOOD SHASTA DIABLO ACTION FUND,Planned Parenthood Shasta Pacific Action Fund,,http://pdfs.citizenaudit.org/2012_06_EO/20-1489361_990O_201106.pdf,,,2010-07-01 00:00:00,2011-06-30 00:00:00,,,,,,122,0,274642,0,233080,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10565,,,2010,0,0,0,n,,
9999888,201489361,PLANNED PARENTHOOD SHASTA DIABLO ACTION FUND,Planned Parenthood Shasta Pacific Action Fund,,http://pdfs.citizenaudit.org/2011_06_EO/20-1489361_990EO_201006.pdf,,,2009-07-01 00:00:00,2010-06-30 00:00:00,,,,,,0,0,254303,0,191642,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10566,,,2009,0,0,0,n,,
9999887,201489361,PLANNED PARENTHOOD SHASTA DIABLO ACTION FUND,Planned Parenthood Shasta Pacific Action Fund,,http://pdfs.citizenaudit.org/2010_07_EO/20-1489361_990EO_200906.pdf,,,2009-01-01 00:00:00,2009-06-30 00:00:00,,,,,,0,0,26215,0,102708,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10567,,,2008,0,0,0,n,,
9999886,201489361,PLANNED PARENTHOOD SHASTA DIABLO ACTION FUND,Planned Parenthood Shasta Pacific Action Fund,,http://pdfs.citizenaudit.org/2009_12_EO/20-1489361_990O_200812.pdf,,,2008-01-01 00:00:00,2008-12-31 00:00:00,,,,,,50,0,243077,0,189500,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10568,,,2008,0,0,0,n,,
9999885,201489361,PLANNED PARENTHOOD SHASTA DIABLO ACTION FUND,Planned Parenthood Shasta Pacific Action Fund,,http://pdfs.citizenaudit.org/2008_12_EO/20-1489361_990O_200712.pdf,,,2007-01-01 00:00:00,2007-12-31 00:00:00,,,,,,0,0,264809,0,231193,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10569,,,2007,0,0,0,n,,
9999884,201489361,PLANNED PARENTHOOD SHASTA DIABLO ACTION FUND,Planned Parenthood Shasta Pacific Action Fund,,https://www.documentcloud.org/documents/1283108-planned-parenthood-shasta-pacific-action-fund-2012.html,,,2012-07-01 00:00:00,2013-06-30 00:00:00,,,,,,200,0,323040,0,334668,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,n,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,11499,,,2012,5107,0,0,n,,
9999883,251777977,PENNSYLVANIA FAMILY COUNCIL,Pennsylvania Family Council,,http://990s.foundationcenter.org/990_pdf_archive/251/251777977/251777977_201212_990O.pdf?_ga=1.22671800.2093036525.1476740035,,04,2012-01-01 00:00:00,2012-12-31 00:00:00,,,,,,30,3,360105,0,333748,717-545-0600,23 North Front St,,Harrisburg,VA,USA,17101,Michael Greer,Michael,,Greer,,,y,,,,1995,PA,,Hamilton & Musser,176 Cumberland Parkway,Mechanicsburg,PA,,n,,,,,,,y,,,,,,340187,,340187,,0,118944,14626,,,,,0,34657,78414,,,,,,,,,,,,,,,,,,,36909,80553,,,,,,,,,,,,,OS,a,,,11383,,,2012,40862,0,0,n,,
9999882,251777977,PENNSYLVANIA FAMILY COUNCIL,Pennsylvania Family Council,,http://990s.foundationcenter.org/990_pdf_archive/251/251777977/251777977_201312_990O.pdf?_ga=1.22671800.2093036525.1476740035,,04,2013-01-01 00:00:00,2013-12-31 00:00:00,,,,,,25,0,131195,0,100167,717-545-0600,23 North Front St,,Harrisburg,VA,USA,17101,Michael Greer,Michael,,Greer,,,y,,,,1995,PA,,Hamilton & Musser,176 Cumberland Parkway,Mechanicsburg,PA,,n,,,,,,,n,,,,,,94691,,94691,,0,124681,13465,,,,,,78414,48872,,,,,,,,,,,,,,,,,,,80553,94444,,,,,,,,,,,,,OS,a,,,11644,,,2013,0,0,0,n,,
9999881,251777977,PENNSYLVANIA FAMILY COUNCIL,Pennsylvania Family Council,,http://pdfs.citizenaudit.org/2011_12_EO/25-1777977_990O_201012.pdf,,,2010-01-01 00:00:00,2010-12-31 00:00:00,,,,,,0,0,234088,0,199166,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10637,,,2010,0,0,0,n,,
9999880,251777977,PENNSYLVANIA FAMILY COUNCIL,Pennsylvania Family Council,,http://pdfs.citizenaudit.org/2010_10_EO/25-1777977_990EO_200912.pdf,,,2009-01-01 00:00:00,2009-12-31 00:00:00,,,,,,0,0,21965,0,148473,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10638,,,2009,0,0,0,n,,
9999879,251777977,PENNSYLVANIA FAMILY COUNCIL,Pennsylvania Family Council,,http://pdfs.citizenaudit.org/2009_12_EO/25-1777977_990EO_200812.pdf,,,2008-01-01 00:00:00,2008-12-31 00:00:00,,,,,,0,0,60314,0,190989,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10639,,,2008,0,0,0,n,,
9999878,251777977,PENNSYLVANIA FAMILY COUNCIL,Pennsylvania Family Council,,http://pdfs.citizenaudit.org/2013_01_EO/25-1777977_990EO_201112.pdf,,,2011-01-01 00:00:00,2011-12-31 00:00:00,,,,,,0,0,137203,0,122197,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10640,,,2011,0,0,0,n,,
9999877,251777977,PENNSYLVANIA FAMILY COUNCIL,Pennsylvania Family Council,,http://citizenaudit.org/251777977/,,,2007-01-01 00:00:00,2007-12-31 00:00:00,,,,,,0,0,447653,0,207250,,,,,,USA,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,?,,,10641,,,2007,0,0,0,n,,
