xml_document_id,ein,orgname,orgnamecrp,ultorg,document_link,dba,subsection_code,period_begin,period_end,change_addr_cbx,change_name_cbx,init_ret_cbx,final_ret_cbx,app_pend_cbx,tot_volunteers,all_year_employees,tot_rev_current,grants_orgs_us,expenses_total,phone,street,suite,city,state,country,zip,principal_name,firstname,middlename,lastname,suffix,web,org_type_corporation_cbx,org_type_trust_cbx,org_type_other_cbx,org_type_association_cbx,formation_year,legal_dom,efile,firm_name,firm_street,firm_city,firm_state,firm_phone,engaged_in_political_act_cbx,officer_loan_outstanding_cbx,officer_loan_provided_cbx,officer_business_rel_cbx,family_business_rel_cbx,officer_in_2orgs_cbx,related_org_cbx,own_controlled_entity_cbx,transfers_related_org_cbx,membership_dues,fundraising,related_orgs,gov_grants,contrib_other,contrib_noncash,contrib_all,service_revenue,total_comp_org,total_comp_related_org,total_comp_other,total_persons_100000,former_1a_cbx,anybody_150000_cbx,anybody_comp_unrelated_cbx,total_contractors,CASH_BOY,CASH_EOY,SAVINGS_BOY,SAVINGS_EOY,PLEDGES_GRANTS_BOY,PLEDGES_GRANTS_EOY,ACCOUNTS_RECEIVABLE_BOY,ACCOUNTS_RECEIVABLE_EOY,QUALIFIED_RECEIVABLE_BOY,QUALIFIED_RECEIVABLE_EOY,DISQUALIFIED_RECEIVABLE_BOY,DISQUALIFIED_RECEIVABLE_EOY,LOANS_RECEIVABLE_BOY,LOANS_RECEIVABLE_EOY,INVEST_PROGRAMS_BOY,INVEST_PROGRAMS_EOY,INTANG_ASSETS_BOY,INTANG_ASSETS_EOY,OTHER_ASSETS_BOY,OTHER_ASSETS_EOY,ASSETS_TOTAL_BOY,ASSETS_TOTAL_EOY,NET_ASSET_CHANGE,FUNDRAISING_MAIL_CBX,FUNDRAISING_EMAIL_CBX,FUNDRAISING_PHONE_CBX,FUNDRAISING_PERSON_CBX,FUNDRAISING_NON_GOV_GRANTS_CBX,FUNDRAISING_GOV_GRANTS_CBX,FUNDRAISING_SPECIAL_EVENTS_CBX,FUNDRAISING_PROF_CBX,FUNDRAISING_TOTAL_GROSS_RECEIPTS,TOTAL_PAID_TO_FUNDRAISER,FUNDRAISING_TOTAL_PAID_ORG,source,mark,orgid,cmteid,filingid,realcode,codesource,displayyear,expoutcands,recipfectot,recipfecattrib,schc,schCtot,dupe
9999949,310937837,PLANNED PARENTHOOD AFFILIATES OF OHIO,Planned Parenthood Advocates of Ohio,,http://pdfs.citizenaudit.org/2011_09_EO/31-0937837_990EO_201012.pdf,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,82010,0,65226,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10730,NULL,NULL,2010,0,0,0,y,25,NULL
9999590,43507714,NEIGHBOR TO NEIGHBOR MASSACHUSETTS ACTION FUND INC,Neighbor to Neighbor MA Action Fund,,http://pdfs.citizenaudit.org/2010_10_EO/04-3507714_990EO_200912.pdf,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,176195,5000,192936,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,11026,NULL,NULL,2009,0,0,0,n,NULL,NULL
9999589,43507714,NEIGHBOR TO NEIGHBOR MASSACHUSETTS ACTION FUND INC,Neighbor to Neighbor MA Action Fund,,http://pdfs.citizenaudit.org/2009_07_EO/04-3507714_990EO_200812.pdf,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,221672,18216,184795,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,11027,NULL,NULL,2008,0,0,0,n,NULL,NULL
9999588,43507714,NEIGHBOR TO NEIGHBOR MASSACHUSETTS ACTION FUND INC,Neighbor to Neighbor MA Action Fund,,http://citizenaudit.org/043507714/,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,50,14,311031,8500,280571,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,y,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,11526,NULL,NULL,2012,0,0,0,y,0,NULL
9999948,310937837,PLANNED PARENTHOOD AFFILIATES OF OHIO,Planned Parenthood Advocates of Ohio,,http://pdfs.citizenaudit.org/2009_12_EO/31-0937837_990EO_200812.pdf,NULL,NULL,00:00.0,00:00.0,x,x,NULL,NULL,NULL,0,0,91066,0,116556,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10731,NULL,NULL,2008,0,0,0,y,338,NULL
9999947,310937837,PLANNED PARENTHOOD AFFILIATES OF OHIO,Planned Parenthood Advocates of Ohio,,http://pdfs.citizenaudit.org/2010_10_EO/31-0937837_990EO_200912.pdf,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,12096,0,47439,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10732,NULL,NULL,2009,0,0,0,y,50,NULL
9999946,310937837,PLANNED PARENTHOOD AFFILIATES OF OHIO,Planned Parenthood Advocates of Ohio,,http://pdfs.citizenaudit.org/2009_01_EO/31-0937837_990EO_200712.pdf,NULL,NULL,00:00.0,00:00.0,x,x,NULL,NULL,NULL,0,0,58689,0,40445,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10733,NULL,NULL,2007,0,0,0,y,200,NULL
9999587,273734147,PROGRESSIVE USA,Progressive USA,,http://pdfs.citizenaudit.org/2013_12_EO/27-3734147_990EO_201306.pdf,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,5036,0,21509,303-801-0579,1543 Wazee St,NULL,Denver,CO,USA,80202,Nikki Riedt,Nikki,NULL,Riedt,NULL,www.progressiveusa.org,y,n,n,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,n,n,n,n,n,n,n,n,0,0,0,5000,0,0,5036,NULL,0,0,0,0,n,n,n,0,113277,107291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113277,107291,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,y,NULL,NULL,11333,NULL,NULL,2012,0,0,0,n,NULL,NULL
9999586,273734147,PROGRESSIVE USA,Progressive USA,,http://pdfs.citizenaudit.org/2011_12_EO/27-3734147_990EO_201106.pdf,NULL,4,00:00.0,00:00.0,NULL,NULL,x,NULL,NULL,0,0,120000,65000,129601,303-573-5885,1536 Wynkoop St,NULL,Denver,CO,USA,80202,Keith Feikema,Keith,NULL,Feikema,NULL,www.progressiveusa.org,y,n,n,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,y,n,n,n,n,n,n,n,n,0,0,0,0,120000,0,120000,NULL,0,0,0,0,n,n,n,0,0,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,y,NULL,NULL,10722,NULL,NULL,2010,37071,0,0,y,37000,NULL
9999945,310937837,PLANNED PARENTHOOD AFFILIATES OF OHIO,Planned Parenthood Advocates of Ohio,,http://pdfs.citizenaudit.org/2008_01_EO/31-0937837_990O_200312.pdf,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,76140,0,84843,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10734,NULL,NULL,2003,0,0,0,y,8956,NULL
9999944,310937837,PLANNED PARENTHOOD AFFILIATES OF OHIO,Planned Parenthood Advocates of Ohio,,http://pdfs.citizenaudit.org/2008_01_EO/31-0937837_990O_200412.pdf,NULL,NULL,00:00.0,00:00.0,x,x,NULL,NULL,NULL,0,0,103125,0,90527,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10735,NULL,NULL,2004,0,0,0,y,8800,NULL
9999943,310937837,PLANNED PARENTHOOD AFFILIATES OF OHIO,Planned Parenthood Advocates of Ohio,,http://pdfs.citizenaudit.org/2012_12_EO/31-0937837_990EO_201112.pdf,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,58279,0,23051,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10736,NULL,NULL,2011,0,0,0,n,NULL,NULL
9999585,273734147,PROGRESSIVE USA,Progressive USA,,http://pdfs.citizenaudit.org/2012_12_EO/27-3734147_990EO_201206.pdf,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,125029,0,4680,303-573-5885,1543 Wazee St,NULL,Denver,CO,USA,80202,Nikki Riedt,Nikki,NULL,Riedt,NULL,www.progressiveusa.org,y,n,n,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,n,n,n,n,n,n,n,n,0,0,0,0,125029,0,125029,NULL,0,0,0,0,n,n,n,0,2326,113277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326,113277,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,y,NULL,NULL,10723,NULL,NULL,2011,0,0,0,n,NULL,NULL
9999584,453534007,MONTANA HUNTERS AND ANGLERS ACTION,Montana Hunters & Anglers Action,,http://990s.foundationcenter.org/990_pdf_archive/453/453534007/453534007_201312_990EO.pdf?_ga=1.132766861.2093036525.1476740035,NULL,4,00:00.0,00:00.0,x,NULL,NULL,NULL,NULL,0,0,105725,0,106262,406-281-7361,PO Box 2215,NULL,Billings,MT,USA,59103,Dan Bailey,Dan,NULL,Bailey,NULL,montanahuntersandanglers.org,y,NULL,NULL,NULL,NULL,NULL,NULL,Anderson Zurmuehlen & Co,PO Box 20435,Washington,DC,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,11537,NULL,NULL,2013,0,0,0,n,NULL,NULL
9999942,452354584,Charge the Hill,Charge the Hill,,http://990s.foundationcenter.org/990_pdf_archive/452/452354584/452354584_201112_990EO.pdf?_ga=1.119731595.2093036525.1476740035,NULL,4,00:00.0,00:00.0,NULL,NULL,x,NULL,NULL,0,0,4943,0,4943,970-241-3008,5910 S University Blvd,C18,Greenwood Village,CO,USA,80121,Tim Pollard,Tim,NULL,Pollard,NULL,NULL,y,NULL,NULL,NULL,NULL,NULL,NULL,Dalby Wenland & Co,PO Box 430,Grand Junction,CO,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,11721,NULL,NULL,2011,0,0,0,n,NULL,NULL
9999993,463781029,COLORADO TAXPAYERS ADVOCATE FUND INC,Colorado Taxpayer Advocate,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,11567,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL
9999992,271970109,Montana Growth,Montana Growth,,NULL,NULL,NULL,00:00.0,00:00.0,x,x,x,NULL,NULL,0,0,175865,0,175586,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,11226,NULL,NULL,2010,0,0,0,n,NULL,NULL
9999583,453534007,MONTANA HUNTERS AND ANGLERS ACTION,Montana Hunters & Anglers Action,,NULL,NULL,NULL,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,4,0,270026,0,265282,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,?,NULL,NULL,10825,NULL,NULL,2011,0,0,0,n,NULL,NULL
9999582,453534007,MONTANA HUNTERS AND ANGLERS ACTION,Montana Hunters & Anglers Action,,http://990s.foundationcenter.org/990_pdf_archive/453/453534007/453534007_201212_990EO.pdf?_ga=1.61536047.2093036525.1476740035,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,0,192000,0,155978,406-281-7361,PO Box 2215,NULL,Billings,MT,USA,59103,Dan Bailey,Dan,NULL,Bailey,NULL,NULL,y,NULL,NULL,NULL,NULL,NULL,NULL,Anderson Zurmuehlen & Co0,PO Box 20435,Washington,DC,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,11317,NULL,NULL,2012,60000,0,0,n,NULL,NULL
9999581,454412825,Coalition for American Values Action,Coalition for American Values Action,,http://990s.foundationcenter.org/990_pdf_archive/454/454412825/454412825_201212_990O.pdf?_ga=1.100390429.2093036525.1476740035,NULL,4,00:00.0,00:00.0,NULL,NULL,x,NULL,NULL,3,0,510230,0,508491,NULL,119 S Emerson St,231,Mount Prospect,IL,USA,60056,James Sykes,James,NULL,Sykes,NULL,NULL,y,NULL,NULL,NULL,2012,IL,NULL,Neal Group,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,510230,NULL,510230,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1739,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1739,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,11256,NULL,NULL,2012,0,0,0,NULL,NULL,NULL
9999580,460558330,Citizens for Responsible Energy Solutions,Citizens for Responsible Energy Solutions,,https://www.documentcloud.org/documents/1237301-citizens-for-responsible-energy-solutions-2012.html,NULL,4,00:00.0,00:00.0,NULL,NULL,x,NULL,NULL,0,0,1000503,0,790999,202-670-7979,455 Massachusetts Ave NW,142,Washington,DC,USA,20005,James Dozier,James,NULL,Dozier,NULL,citizensfor.com,y,NULL,NULL,NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,1000503,NULL,1000503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,209504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,209504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,11489,NULL,NULL,2012,0,0,0,n,NULL,NULL
9999579,510596352,VOTEVETS ACTION FUND INC,VoteVets.org,,https://www.documentcloud.org/documents/737873-votevets-org-2010.html,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,6,7550507,366250,7303022,616-415-8429,2201 Wisconsin Ave NW,320,Washington,DC,USA,10010,Jonathan Soltz,Jonathan,NULL,Soltz,NULL,www.votevets.org,y,n,n,n,2006,DC,NULL,Gilbert & Wolfand PC,2201 Wisconsin Ave NW Suite 320,Washington,DC,202-342-6000,y,n,n,n,n,n,n,n,n,0,0,0,0,7432820,0,7432820,NULL,494876,19716,0,1,n,y,n,5,37902,292317,547315,548136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11801,0,598502,845582,0,NULL,NULL,NULL,y,y,NULL,NULL,NULL,NULL,441935,6990885,OS,y,NULL,NULL,10173,NULL,NULL,2010,2980426,1128162,45000,y,3555501,NULL
9999578,510596352,VOTEVETS ACTION FUND INC,VoteVets.org,,https://www.documentcloud.org/documents/1160714-vote-vets-action-fund-2012.html,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,5,5385938,67000,5650745,616-415-8429,2201 Wisconsin Ave NW,320,Washington,DC,USA,10010,Jonathan Soltz,Jonathan,NULL,Soltz,NULL,www.votevets.org,y,n,n,n,2006,DC,NULL,Gilbert & Wolfand PC,2201 Wisconsin Ave NW Suite 320,Washington,DC,202-342-6000,y,n,n,n,n,n,n,n,n,0,0,0,0,5386079,0,5386079,NULL,351725,17175,0,1,n,y,n,5,795521,345158,548960,731609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347683,1085530,0,NULL,NULL,NULL,y,y,NULL,NULL,NULL,NULL,482737,4903342,OS,y,NULL,NULL,11472,NULL,NULL,2012,2987868,46666,15000,y,NULL,NULL
9999577,510596352,VOTEVETS ACTION FUND INC,VoteVets.org,,https://www.documentcloud.org/documents/2089445-votevets-2013.html,NULL,4,00:00.0,00:00.0,NULL,NULL,NULL,NULL,NULL,0,3,5713754,305000,3276648,616-415-8429,2201 Wisconsin Ave NW,320,Washington,DC,USA,10010,Jonathan Soltz,Jonathan,NULL,Soltz,NULL,www.votevets.org,y,n,n,n,2006,DC,NULL,Gilbert & Wolfand PC,2201 Wisconsin Ave NW Suite 320,Washington,DC,202-342-6000,y,n,n,n,n,n,n,n,n,0,0,0,0,5658356,0,5658356,NULL,347938,16438,0,1,n,y,n,5,345158,2785452,731609,732708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1085530,3530127,0,NULL,NULL,NULL,y,y,NULL,NULL,NULL,NULL,42871,5615385,OS,y,NULL,NULL,11804,NULL,NULL,2013,324599,0,0,y,NULL,NULL
9999991,271970109,Montana Growth,Montana Growth,,https://www.documentcloud.org/documents/717964-montana-growth-2011.html,NULL,4,00:00.0,00:00.0,x,x,NULL,NULL,NULL,0,0,816084,40000,385408,202-298-3232,3220 N St NW,146,Washington,DC,USA,20007,Jessie Bradley,Jessie,NULL,Bradley,NULL,NULL,y,NULL,NULL,NULL,2010,DC,NULL,NULL,NULL,NULL,NULL,NULL,n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,510000,NULL,510000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,279,430955,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,279,430955,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OS,a,NULL,NULL,10496,NULL,NULL,2011,0,0,0,n,NULL,NULL
